"region","species","yearqua","cpue_year","num_subarea_all_length","mean_prop_subarea","mean_num_subarea"
"North Sea","Lepidorhombus whiffiagonis",1983.1,50.666,16,0.35,5.6
"North Sea","Lepidorhombus whiffiagonis",1984.1,134.668,24,0.4,9.6
"North Sea","Lepidorhombus whiffiagonis",1985.1,46.336,22,0.409090909090909,9
"North Sea","Lepidorhombus whiffiagonis",1986.1,124.336,25,0.44,11
"North Sea","Lepidorhombus whiffiagonis",1987.1,123.751,22,0.418181818181818,9.2
"North Sea","Lepidorhombus whiffiagonis",1988.1,48.5,17,0.317647058823529,5.4
"North Sea","Lepidorhombus whiffiagonis",1989.1,68.167,17,0.4,6.8
"North Sea","Lepidorhombus whiffiagonis",1990.1,81.168,22,0.309090909090909,6.8
"North Sea","Lepidorhombus whiffiagonis",1991.1,43.166,21,0.361904761904762,7.6
"North Sea","Lepidorhombus whiffiagonis",1992.1,40.501,16,0.2625,4.2
"North Sea","Lepidorhombus whiffiagonis",1993.1,65.667,19,0.410526315789474,7.8
"North Sea","Lepidorhombus whiffiagonis",1994.1,100.085,17,0.282352941176471,4.8
"North Sea","Lepidorhombus whiffiagonis",1995.1,111.5,27,0.296296296296296,8
"North Sea","Lepidorhombus whiffiagonis",1996.1,135.505,27,0.325925925925926,8.8
"North Sea","Lepidorhombus whiffiagonis",1997.1,36,12,0.333333333333333,4
"North Sea","Lepidorhombus whiffiagonis",1998.1,57.833,20,0.4,8
"North Sea","Lepidorhombus whiffiagonis",1999.1,71,14,0.342857142857143,4.8
"North Sea","Lepidorhombus whiffiagonis",2000.1,95.033,18,0.4,7.2
"North Sea","Lepidorhombus whiffiagonis",2001.1,59.592,23,0.358695652173913,8.25
"North Sea","Lepidorhombus whiffiagonis",2002.1,100.07,21,0.371428571428571,7.8
"North Sea","Lepidorhombus whiffiagonis",2003.1,114.639,28,0.328571428571429,9.2
"North Sea","Lepidorhombus whiffiagonis",2004.1,82.044,23,0.445652173913043,10.25
"North Sea","Lepidorhombus whiffiagonis",2005.1,164.179,30,0.413333333333333,12.4
"North Sea","Lepidorhombus whiffiagonis",2006.1,160.713,32,0.40625,13
"North Sea","Lepidorhombus whiffiagonis",2007.1,138.635,25,0.424,10.6
"North Sea","Lepidorhombus whiffiagonis",2008.1,181.267,31,0.419354838709677,13
"North Sea","Lepidorhombus whiffiagonis",2009.1,188.34,20,0.52,10.4
"North Sea","Lepidorhombus whiffiagonis",2010.1,116,27,0.437037037037037,11.8
"North Sea","Lepidorhombus whiffiagonis",2011.1,189,27,0.444444444444444,12
"North Sea","Lepidorhombus whiffiagonis",2012.1,77.315,17,0.376470588235294,6.4
"North Sea","Lepidorhombus whiffiagonis",2013.1,240.83,29,0.517241379310345,15
"North Sea","Lepidorhombus whiffiagonis",2014.1,175.783,30,0.366666666666667,11
"North Sea","Lepidorhombus whiffiagonis",2015.1,154.422,28,0.514285714285714,14.4
"North Sea","Lepidorhombus whiffiagonis",2016.1,141.138,32,0.40625,13
"North Sea","Lepidorhombus whiffiagonis",2017.1,199.368,33,0.496969696969697,16.4
"North Sea","Lepidorhombus whiffiagonis",2018.1,103.926,29,0.372413793103448,10.8
"North Sea","Lepidorhombus whiffiagonis",2019.1,100.077,26,0.446153846153846,11.6
"North Sea","Limanda limanda",1982.1,8349.567,119,0.742857142857143,88.4
"North Sea","Limanda limanda",1983.1,18685.851,145,0.815172413793103,118.2
"North Sea","Limanda limanda",1984.1,25062.977,146,0.861643835616438,125.8
"North Sea","Limanda limanda",1985.1,23122.951,146,0.841095890410959,122.8
"North Sea","Limanda limanda",1986.1,35121.658,152,0.872368421052632,132.6
"North Sea","Limanda limanda",1987.1,51273.405,155,0.890322580645161,138
"North Sea","Limanda limanda",1988.1,44025.336,143,0.875524475524476,125.2
"North Sea","Limanda limanda",1989.1,61016.503,153,0.891503267973856,136.4
"North Sea","Limanda limanda",1990.1,63665.004,156,0.87948717948718,137.2
"North Sea","Limanda limanda",1991.1,54807.311,160,0.8725,139.6
"North Sea","Limanda limanda",1992.1,62342.426,154,0.875324675324675,134.8
"North Sea","Limanda limanda",1993.1,63687.178,169,0.859171597633136,145.2
"North Sea","Limanda limanda",1994.1,37259.042,163,0.917791411042945,149.6
"North Sea","Limanda limanda",1995.1,51902.333,162,0.879012345679012,142.4
"North Sea","Limanda limanda",1996.1,40331.724,162,0.854320987654321,138.4
"North Sea","Limanda limanda",1997.1,42160.414,162,0.87283950617284,141.4
"North Sea","Limanda limanda",1998.1,50237.767,162,0.893827160493827,144.8
"North Sea","Limanda limanda",1999.1,39966.865,165,0.876363636363636,144.6
"North Sea","Limanda limanda",2000.1,38422.242,163,0.892024539877301,145.4
"North Sea","Limanda limanda",2001.1,35192.231,166,0.855421686746988,142
"North Sea","Limanda limanda",2002.1,50646.348,160,0.875,140
"North Sea","Limanda limanda",2003.1,56358.783,162,0.9,145.8
"North Sea","Limanda limanda",2004.1,70150.644,162,0.869135802469136,140.8
"North Sea","Limanda limanda",2005.1,67858.858,159,0.877987421383648,139.6
"North Sea","Limanda limanda",2006.1,59647.957,155,0.859354838709677,133.2
"North Sea","Limanda limanda",2007.1,69842.881,162,0.865432098765432,140.2
"North Sea","Limanda limanda",2008.1,58590.019,171,0.851461988304094,145.6
"North Sea","Limanda limanda",2009.1,43694.425,163,0.852760736196319,139
"North Sea","Limanda limanda",2010.1,38482.714,170,0.845882352941176,143.8
"North Sea","Limanda limanda",2011.1,41684.162,175,0.826285714285714,144.6
"North Sea","Limanda limanda",2012.1,50566.882,167,0.868263473053892,145
"North Sea","Limanda limanda",2013.1,42328.873,177,0.863276836158192,152.8
"North Sea","Limanda limanda",2014.1,76586.649,179,0.874860335195531,156.6
"North Sea","Limanda limanda",2015.1,65826.254,176,0.865909090909091,152.4
"North Sea","Limanda limanda",2016.1,85291.418,170,0.896470588235294,152.4
"North Sea","Limanda limanda",2017.1,63805.857,171,0.863157894736842,147.6
"North Sea","Limanda limanda",2018.1,41577.74,173,0.836994219653179,144.8
"North Sea","Limanda limanda",2019.1,56122.311,168,0.869047619047619,146
"North Sea","Lophius piscatorius",1982.1,10.5,12,0.270833333333333,3.25
"North Sea","Lophius piscatorius",1983.1,43.833,26,0.3,7.8
"North Sea","Lophius piscatorius",1984.1,34.867,34,0.270588235294118,9.2
"North Sea","Lophius piscatorius",1985.1,37.767,39,0.225641025641026,8.8
"North Sea","Lophius piscatorius",1986.1,28.417,32,0.25625,8.2
"North Sea","Lophius piscatorius",1987.1,25.037,31,0.232258064516129,7.2
"North Sea","Lophius piscatorius",1988.1,12.402,15,0.25,3.75
"North Sea","Lophius piscatorius",1989.1,45.566,38,0.263157894736842,10
"North Sea","Lophius piscatorius",1990.1,66.42,48,0.258333333333333,12.4
"North Sea","Lophius piscatorius",1991.1,52.582,47,0.302127659574468,14.2
"North Sea","Lophius piscatorius",1992.1,47.234,40,0.29,11.6
"North Sea","Lophius piscatorius",1993.1,126.501,65,0.36,23.4
"North Sea","Lophius piscatorius",1994.1,54.418,45,0.257777777777778,11.6
"North Sea","Lophius piscatorius",1995.1,79.167,52,0.261538461538462,13.6
"North Sea","Lophius piscatorius",1996.1,101.003,48,0.3125,15
"North Sea","Lophius piscatorius",1997.1,88.166,47,0.285106382978723,13.4
"North Sea","Lophius piscatorius",1998.1,73.501,52,0.288461538461538,15
"North Sea","Lophius piscatorius",1999.1,82.502,50,0.244,12.2
"North Sea","Lophius piscatorius",2000.1,77.67,53,0.256603773584906,13.6
"North Sea","Lophius piscatorius",2001.1,76.167,35,0.274285714285714,9.6
"North Sea","Lophius piscatorius",2002.1,70.692,49,0.240816326530612,11.8
"North Sea","Lophius piscatorius",2003.1,47.168,35,0.228571428571429,8
"North Sea","Lophius piscatorius",2004.1,63.436,32,0.275,8.8
"North Sea","Lophius piscatorius",2005.1,50.401,28,0.348214285714286,9.75
"North Sea","Lophius piscatorius",2006.1,44.822,30,0.273333333333333,8.2
"North Sea","Lophius piscatorius",2007.1,36.695,26,0.253846153846154,6.6
"North Sea","Lophius piscatorius",2008.1,36.135,25,0.248,6.2
"North Sea","Lophius piscatorius",2009.1,37.503,19,0.252631578947368,4.8
"North Sea","Lophius piscatorius",2010.1,25.5,21,0.219047619047619,4.6
"North Sea","Lophius piscatorius",2011.1,36,23,0.226086956521739,5.2
"North Sea","Lophius piscatorius",2012.1,33.944,24,0.2,4.8
"North Sea","Lophius piscatorius",2013.1,30.579,24,0.225,5.4
"North Sea","Lophius piscatorius",2014.1,108.73,45,0.231111111111111,10.4
"North Sea","Lophius piscatorius",2015.1,92.312,46,0.256521739130435,11.8
"North Sea","Lophius piscatorius",2016.1,119.014,48,0.270833333333333,13
"North Sea","Lophius piscatorius",2017.1,102.822,53,0.30188679245283,16
"North Sea","Lophius piscatorius",2018.1,57.581,34,0.252941176470588,8.6
"North Sea","Lophius piscatorius",2019.1,90.54,51,0.258823529411765,13.2
"North Sea","Melanogrammus aeglefinus",1982.1,72880.168,134,0.798507462686567,107
"North Sea","Melanogrammus aeglefinus",1983.1,51934.065,137,0.843795620437956,115.6
"North Sea","Melanogrammus aeglefinus",1984.1,80281.591,139,0.840287769784173,116.8
"North Sea","Melanogrammus aeglefinus",1985.1,69167.76,145,0.867586206896552,125.8
"North Sea","Melanogrammus aeglefinus",1986.1,65094.713,131,0.844274809160305,110.6
"North Sea","Melanogrammus aeglefinus",1987.1,78080.467,121,0.854545454545455,103.4
"North Sea","Melanogrammus aeglefinus",1988.1,51063.633,121,0.818181818181818,99
"North Sea","Melanogrammus aeglefinus",1989.1,33599.915,113,0.807079646017699,91.2
"North Sea","Melanogrammus aeglefinus",1990.1,24636.669,112,0.833928571428571,93.4
"North Sea","Melanogrammus aeglefinus",1991.1,47342.819,122,0.804918032786885,98.2
"North Sea","Melanogrammus aeglefinus",1992.1,85672.105,114,0.836842105263158,95.4
"North Sea","Melanogrammus aeglefinus",1993.1,113826.507,116,0.879310344827586,102
"North Sea","Melanogrammus aeglefinus",1994.1,46250.449,115,0.862608695652174,99.2
"North Sea","Melanogrammus aeglefinus",1995.1,100777.999,114,0.857894736842105,97.8
"North Sea","Melanogrammus aeglefinus",1996.1,70411.437,120,0.841666666666667,101
"North Sea","Melanogrammus aeglefinus",1997.1,101055.538,114,0.875438596491228,99.8
"North Sea","Melanogrammus aeglefinus",1998.1,58288.843,123,0.863414634146341,106.2
"North Sea","Melanogrammus aeglefinus",1999.1,36812.042,121,0.852892561983471,103.2
"North Sea","Melanogrammus aeglefinus",2000.1,218006.928,120,0.85,102
"North Sea","Melanogrammus aeglefinus",2001.1,182588.297,129,0.86046511627907,111
"North Sea","Melanogrammus aeglefinus",2002.1,104281.02,121,0.872727272727273,105.6
"North Sea","Melanogrammus aeglefinus",2003.1,50532.088,123,0.811382113821138,99.8
"North Sea","Melanogrammus aeglefinus",2004.1,38142.519,121,0.775206611570248,93.8
"North Sea","Melanogrammus aeglefinus",2005.1,18859.895,116,0.791379310344828,91.8
"North Sea","Melanogrammus aeglefinus",2006.1,71520.687,116,0.803448275862069,93.2
"North Sea","Melanogrammus aeglefinus",2007.1,64190.649,117,0.830769230769231,97.2
"North Sea","Melanogrammus aeglefinus",2008.1,24224.151,118,0.813559322033898,96
"North Sea","Melanogrammus aeglefinus",2009.1,25207.805,115,0.716521739130435,82.4
"North Sea","Melanogrammus aeglefinus",2010.1,56766.164,118,0.786440677966102,92.8
"North Sea","Melanogrammus aeglefinus",2011.1,61112.582,119,0.742857142857143,88.4
"North Sea","Melanogrammus aeglefinus",2012.1,31180.375,107,0.68411214953271,73.2
"North Sea","Melanogrammus aeglefinus",2013.1,13081.811,116,0.693103448275862,80.4
"North Sea","Melanogrammus aeglefinus",2014.1,19265.957,113,0.672566371681416,76
"North Sea","Melanogrammus aeglefinus",2015.1,28988.867,115,0.730434782608696,84
"North Sea","Melanogrammus aeglefinus",2016.1,33234.271,117,0.753846153846154,88.2
"North Sea","Melanogrammus aeglefinus",2017.1,33798.013,120,0.79,94.8
"North Sea","Melanogrammus aeglefinus",2018.1,18316.789,113,0.72212389380531,81.6
"North Sea","Melanogrammus aeglefinus",2019.1,32421.571,112,0.748214285714286,83.8
"North Sea","Merlangius merlangus",1982.1,65560.248,164,0.771951219512195,126.6
"North Sea","Merlangius merlangus",1983.1,41306.26,170,0.801176470588235,136.2
"North Sea","Merlangius merlangus",1984.1,65120.317,170,0.816470588235294,138.8
"North Sea","Merlangius merlangus",1985.1,66216.186,165,0.848484848484849,140
"North Sea","Merlangius merlangus",1986.1,94520.242,170,0.845882352941176,143.8
"North Sea","Merlangius merlangus",1987.1,121898.302,169,0.87810650887574,148.4
"North Sea","Merlangius merlangus",1988.1,140814.165,165,0.848484848484849,140
"North Sea","Merlangius merlangus",1989.1,188711.964,166,0.904819277108434,150.2
"North Sea","Merlangius merlangus",1990.1,136778.916,164,0.882926829268293,144.8
"North Sea","Merlangius merlangus",1991.1,187717.698,172,0.890697674418605,153.2
"North Sea","Merlangius merlangus",1992.1,161431.281,168,0.911904761904762,153.2
"North Sea","Merlangius merlangus",1993.1,164537.982,172,0.884883720930233,152.2
"North Sea","Merlangius merlangus",1994.1,122938.224,167,0.810778443113772,135.4
"North Sea","Merlangius merlangus",1995.1,121460.027,168,0.85952380952381,144.4
"North Sea","Merlangius merlangus",1996.1,111325.801,162,0.797530864197531,129.2
"North Sea","Merlangius merlangus",1997.1,71831.385,169,0.766863905325444,129.6
"North Sea","Merlangius merlangus",1998.1,76605.241,169,0.808284023668639,136.6
"North Sea","Merlangius merlangus",1999.1,99602.008,172,0.772093023255814,132.8
"North Sea","Merlangius merlangus",2000.1,256325.096,171,0.893567251461988,152.8
"North Sea","Merlangius merlangus",2001.1,138466.955,171,0.891228070175439,152.4
"North Sea","Merlangius merlangus",2002.1,111704.345,169,0.840236686390533,142
"North Sea","Merlangius merlangus",2003.1,78635.621,171,0.825730994152047,141.2
"North Sea","Merlangius merlangus",2004.1,59266.627,171,0.75906432748538,129.8
"North Sea","Merlangius merlangus",2005.1,44249.058,172,0.780232558139535,134.2
"North Sea","Merlangius merlangus",2006.1,41888.693,167,0.788023952095808,131.6
"North Sea","Merlangius merlangus",2007.1,38163.628,179,0.735195530726257,131.6
"North Sea","Merlangius merlangus",2008.1,50921.651,177,0.777401129943503,137.6
"North Sea","Merlangius merlangus",2009.1,61955.074,167,0.77125748502994,128.8
"North Sea","Merlangius merlangus",2010.1,51867.806,179,0.748603351955307,134
"North Sea","Merlangius merlangus",2011.1,74646.743,182,0.743956043956044,135.4
"North Sea","Merlangius merlangus",2012.1,75027.02,172,0.730232558139535,125.6
"North Sea","Merlangius merlangus",2013.1,47706.789,179,0.71731843575419,128.4
"North Sea","Merlangius merlangus",2014.1,102857.668,181,0.756906077348066,137
"North Sea","Merlangius merlangus",2015.1,82590.55,177,0.829378531073446,146.8
"North Sea","Merlangius merlangus",2016.1,91122.127,182,0.820879120879121,149.4
"North Sea","Merlangius merlangus",2017.1,104088.285,183,0.846994535519126,155
"North Sea","Merlangius merlangus",2018.1,49809.667,184,0.764130434782609,140.6
"North Sea","Merlangius merlangus",2019.1,54738.656,178,0.829213483146067,147.6
"North Sea","Merluccius merluccius",1982.1,74.5,18,0.288888888888889,5.2
"North Sea","Merluccius merluccius",1983.1,78.169,27,0.288888888888889,7.8
"North Sea","Merluccius merluccius",1984.1,124.204,29,0.358620689655172,10.4
"North Sea","Merluccius merluccius",1985.1,49.018,25,0.37,9.25
"North Sea","Merluccius merluccius",1986.1,149.738,34,0.329411764705882,11.2
"North Sea","Merluccius merluccius",1987.1,156.436,31,0.361290322580645,11.2
"North Sea","Merluccius merluccius",1988.1,62.919,25,0.344,8.6
"North Sea","Merluccius merluccius",1989.1,103.168,25,0.344,8.6
"North Sea","Merluccius merluccius",1990.1,93.582,23,0.391304347826087,9
"North Sea","Merluccius merluccius",1991.1,110.672,33,0.315151515151515,10.4
"North Sea","Merluccius merluccius",1992.1,205.404,24,0.4,9.6
"North Sea","Merluccius merluccius",1993.1,79.667,22,0.336363636363636,7.4
"North Sea","Merluccius merluccius",1994.1,12.833,9,0.311111111111111,2.8
"North Sea","Merluccius merluccius",1995.1,130.617,25,0.32,8
"North Sea","Merluccius merluccius",1996.1,52.1,22,0.336363636363636,7.4
"North Sea","Merluccius merluccius",1997.1,46.568,25,0.256,6.4
"North Sea","Merluccius merluccius",1998.1,235.901,35,0.291428571428571,10.2
"North Sea","Merluccius merluccius",1999.1,157.568,32,0.35625,11.4
"North Sea","Merluccius merluccius",2000.1,51.735,21,0.342857142857143,7.2
"North Sea","Merluccius merluccius",2001.1,26.804,19,0.263157894736842,5
"North Sea","Merluccius merluccius",2002.1,19.068,15,0.283333333333333,4.25
"North Sea","Merluccius merluccius",2003.1,95.477,36,0.288888888888889,10.4
"North Sea","Merluccius merluccius",2004.1,174.353,37,0.372972972972973,13.8
"North Sea","Merluccius merluccius",2005.1,443.48,55,0.425454545454545,23.4
"North Sea","Merluccius merluccius",2006.1,279.479,49,0.461224489795918,22.6
"North Sea","Merluccius merluccius",2007.1,379.055,56,0.478571428571429,26.8
"North Sea","Merluccius merluccius",2008.1,486.08,60,0.473333333333333,28.4
"North Sea","Merluccius merluccius",2009.1,560.979,54,0.385185185185185,20.8
"North Sea","Merluccius merluccius",2010.1,599.371,57,0.456140350877193,26
"North Sea","Merluccius merluccius",2011.1,544.002,60,0.37,22.2
"North Sea","Merluccius merluccius",2012.1,664.015,57,0.47719298245614,27.2
"North Sea","Merluccius merluccius",2013.1,1629.458,63,0.546031746031746,34.4
"North Sea","Merluccius merluccius",2014.1,858.47,65,0.476923076923077,31
"North Sea","Merluccius merluccius",2015.1,2114.097,58,0.486206896551724,28.2
"North Sea","Merluccius merluccius",2016.1,632.732,68,0.420588235294118,28.6
"North Sea","Merluccius merluccius",2017.1,821.327,64,0.5375,34.4
"North Sea","Merluccius merluccius",2018.1,544.115,57,0.501754385964912,28.6
"North Sea","Merluccius merluccius",2019.1,558.41,58,0.489655172413793,28.4
"North Sea","Microstomus kitt",1982.1,337.667,77,0.381818181818182,29.4
"North Sea","Microstomus kitt",1983.1,537.842,104,0.411538461538462,42.8
"North Sea","Microstomus kitt",1984.1,733.464,120,0.436666666666667,52.4
"North Sea","Microstomus kitt",1985.1,499.429,112,0.444642857142857,49.8
"North Sea","Microstomus kitt",1986.1,677.797,111,0.448648648648649,49.8
"North Sea","Microstomus kitt",1987.1,537.707,114,0.440350877192982,50.2
"North Sea","Microstomus kitt",1988.1,611.742,108,0.435185185185185,47
"North Sea","Microstomus kitt",1989.1,834.238,107,0.446728971962617,47.8
"North Sea","Microstomus kitt",1990.1,706.258,103,0.436893203883495,45
"North Sea","Microstomus kitt",1991.1,561.39,112,0.473214285714286,53
"North Sea","Microstomus kitt",1992.1,713.217,102,0.47843137254902,48.8
"North Sea","Microstomus kitt",1993.1,919.671,105,0.476190476190476,50
"North Sea","Microstomus kitt",1994.1,509.527,100,0.456,45.6
"North Sea","Microstomus kitt",1995.1,632.535,102,0.450980392156863,46
"North Sea","Microstomus kitt",1996.1,749.603,91,0.472527472527473,43
"North Sea","Microstomus kitt",1997.1,707.455,111,0.441441441441441,49
"North Sea","Microstomus kitt",1998.1,1087.345,125,0.5312,66.4
"North Sea","Microstomus kitt",1999.1,1128.175,122,0.513114754098361,62.6
"North Sea","Microstomus kitt",2000.1,2424.906,120,0.498333333333333,59.8
"North Sea","Microstomus kitt",2001.1,1143.872,116,0.505172413793104,58.6
"North Sea","Microstomus kitt",2002.1,1313.962,128,0.5390625,69
"North Sea","Microstomus kitt",2003.1,1367.901,123,0.531707317073171,65.4
"North Sea","Microstomus kitt",2004.1,1015.245,126,0.528571428571429,66.6
"North Sea","Microstomus kitt",2005.1,776.467,133,0.487218045112782,64.8
"North Sea","Microstomus kitt",2006.1,629.017,119,0.472268907563025,56.2
"North Sea","Microstomus kitt",2007.1,1017.711,134,0.455223880597015,61
"North Sea","Microstomus kitt",2008.1,944.1,133,0.481203007518797,64
"North Sea","Microstomus kitt",2009.1,704.673,113,0.378761061946903,42.8
"North Sea","Microstomus kitt",2010.1,665.931,125,0.4096,51.2
"North Sea","Microstomus kitt",2011.1,3653.662,127,0.444094488188976,56.4
"North Sea","Microstomus kitt",2012.1,1896.872,133,0.46015037593985,61.2
"North Sea","Microstomus kitt",2013.1,830.764,136,0.451470588235294,61.4
"North Sea","Microstomus kitt",2014.1,1044.665,117,0.492307692307692,57.6
"North Sea","Microstomus kitt",2015.1,937.091,136,0.492647058823529,67
"North Sea","Microstomus kitt",2016.1,1188.491,127,0.48503937007874,61.6
"North Sea","Microstomus kitt",2017.1,874.039,123,0.484552845528455,59.6
"North Sea","Microstomus kitt",2018.1,610.761,109,0.41651376146789,45.4
"North Sea","Microstomus kitt",2019.1,893.034,112,0.453571428571429,50.8
"North Sea","Platichthys flesus",1982.1,282.753,33,0.466666666666667,15.4
"North Sea","Platichthys flesus",1983.1,448.605,41,0.639024390243902,26.2
"North Sea","Platichthys flesus",1984.1,620.353,42,0.595238095238095,25
"North Sea","Platichthys flesus",1985.1,291.102,39,0.533333333333333,20.8
"North Sea","Platichthys flesus",1986.1,897.736,44,0.604545454545454,26.6
"North Sea","Platichthys flesus",1987.1,1253.347,52,0.657692307692308,34.2
"North Sea","Platichthys flesus",1988.1,1326.419,38,0.621052631578947,23.6
"North Sea","Platichthys flesus",1989.1,931.236,43,0.66046511627907,28.4
"North Sea","Platichthys flesus",1990.1,676.917,37,0.572972972972973,21.2
"North Sea","Platichthys flesus",1991.1,1486.47,38,0.621052631578947,23.6
"North Sea","Platichthys flesus",1992.1,1352.903,48,0.575,27.6
"North Sea","Platichthys flesus",1993.1,1157.75,40,0.57,22.8
"North Sea","Platichthys flesus",1994.1,734.269,43,0.516279069767442,22.2
"North Sea","Platichthys flesus",1995.1,745.968,37,0.540540540540541,20
"North Sea","Platichthys flesus",1996.1,576.405,29,0.613793103448276,17.8
"North Sea","Platichthys flesus",1997.1,833.775,44,0.559090909090909,24.6
"North Sea","Platichthys flesus",1998.1,721.12,38,0.557894736842105,21.2
"North Sea","Platichthys flesus",1999.1,671.536,27,0.577777777777778,15.6
"North Sea","Platichthys flesus",2000.1,593.977,36,0.55,19.8
"North Sea","Platichthys flesus",2001.1,474.424,41,0.502439024390244,20.6
"North Sea","Platichthys flesus",2002.1,325.252,33,0.593939393939394,19.6
"North Sea","Platichthys flesus",2003.1,490.844,36,0.505555555555556,18.2
"North Sea","Platichthys flesus",2004.1,557.352,36,0.544444444444445,19.6
"North Sea","Platichthys flesus",2005.1,891.588,40,0.585,23.4
"North Sea","Platichthys flesus",2006.1,710.744,35,0.554285714285714,19.4
"North Sea","Platichthys flesus",2007.1,768.78,38,0.594736842105263,22.6
"North Sea","Platichthys flesus",2008.1,850.11,40,0.645,25.8
"North Sea","Platichthys flesus",2009.1,671.278,50,0.62,31
"North Sea","Platichthys flesus",2010.1,1022.838,49,0.595918367346939,29.2
"North Sea","Platichthys flesus",2011.1,926.427,52,0.480769230769231,25
"North Sea","Platichthys flesus",2012.1,707.103,44,0.545454545454545,24
"North Sea","Platichthys flesus",2013.1,630.581,46,0.51304347826087,23.6
"North Sea","Platichthys flesus",2014.1,467.585,44,0.522727272727273,23
"North Sea","Platichthys flesus",2015.1,778.132,39,0.58974358974359,23
"North Sea","Platichthys flesus",2016.1,681.442,36,0.566666666666667,20.4
"North Sea","Platichthys flesus",2017.1,742.148,42,0.514285714285714,21.6
"North Sea","Platichthys flesus",2018.1,530.067,32,0.5375,17.2
"North Sea","Platichthys flesus",2019.1,567.19,39,0.538461538461538,21
"North Sea","Pleuronectes platessa",1982.1,1209.321,87,0.524137931034483,45.6
"North Sea","Pleuronectes platessa",1983.1,1882.236,116,0.577586206896552,67
"North Sea","Pleuronectes platessa",1984.1,1996.438,127,0.582677165354331,74
"North Sea","Pleuronectes platessa",1985.1,3378.094,130,0.535384615384615,69.6
"North Sea","Pleuronectes platessa",1986.1,2523.087,124,0.57741935483871,71.6
"North Sea","Pleuronectes platessa",1987.1,5751.599,120,0.576666666666667,69.2
"North Sea","Pleuronectes platessa",1988.1,4129.538,113,0.587610619469027,66.4
"North Sea","Pleuronectes platessa",1989.1,4811.213,123,0.598373983739837,73.6
"North Sea","Pleuronectes platessa",1990.1,2844.933,115,0.622608695652174,71.6
"North Sea","Pleuronectes platessa",1991.1,1916.885,124,0.580645161290323,72
"North Sea","Pleuronectes platessa",1992.1,3240.71,117,0.647863247863248,75.8
"North Sea","Pleuronectes platessa",1993.1,2635.174,125,0.6256,78.2
"North Sea","Pleuronectes platessa",1994.1,1656.104,120,0.588333333333333,70.6
"North Sea","Pleuronectes platessa",1995.1,2093.136,121,0.55702479338843,67.4
"North Sea","Pleuronectes platessa",1996.1,2162.004,113,0.548672566371681,62
"North Sea","Pleuronectes platessa",1997.1,3202.523,122,0.550819672131148,67.2
"North Sea","Pleuronectes platessa",1998.1,2447.135,128,0.63125,80.8
"North Sea","Pleuronectes platessa",1999.1,2821.242,119,0.603361344537815,71.8
"North Sea","Pleuronectes platessa",2000.1,3817.874,129,0.629457364341085,81.2
"North Sea","Pleuronectes platessa",2001.1,3512.043,131,0.598473282442748,78.4
"North Sea","Pleuronectes platessa",2002.1,3600.974,132,0.654545454545455,86.4
"North Sea","Pleuronectes platessa",2003.1,4817.337,127,0.678740157480315,86.2
"North Sea","Pleuronectes platessa",2004.1,3695.441,131,0.610687022900763,80
"North Sea","Pleuronectes platessa",2005.1,4465.261,134,0.650746268656716,87.2
"North Sea","Pleuronectes platessa",2006.1,4356.134,131,0.63969465648855,83.8
"North Sea","Pleuronectes platessa",2007.1,5440.767,134,0.676119402985075,90.6
"North Sea","Pleuronectes platessa",2008.1,5905.784,133,0.685714285714286,91.2
"North Sea","Pleuronectes platessa",2009.1,6001.826,144,0.656944444444444,94.6
"North Sea","Pleuronectes platessa",2010.1,5921.892,141,0.666666666666667,94
"North Sea","Pleuronectes platessa",2011.1,7260.578,154,0.667532467532468,102.8
"North Sea","Pleuronectes platessa",2012.1,7959.79,151,0.729801324503311,110.2
"North Sea","Pleuronectes platessa",2013.1,6045.871,150,0.684,102.6
"North Sea","Pleuronectes platessa",2014.1,9263.311,152,0.680263157894737,103.4
"North Sea","Pleuronectes platessa",2015.1,9425.713,147,0.733333333333333,107.8
"North Sea","Pleuronectes platessa",2016.1,9803.935,155,0.699354838709677,108.4
"North Sea","Pleuronectes platessa",2017.1,5907.559,147,0.668027210884354,98.2
"North Sea","Pleuronectes platessa",2018.1,5877.976,137,0.677372262773723,92.8
"North Sea","Pleuronectes platessa",2019.1,5104.22,143,0.651748251748252,93.2
"North Sea","Pollachius virens",1982.1,107,29,0.289655172413793,8.4
"North Sea","Pollachius virens",1983.1,417.92,41,0.4,16.4
"North Sea","Pollachius virens",1984.1,282.784,33,0.393939393939394,13
"North Sea","Pollachius virens",1985.1,3763.169,47,0.476595744680851,22.4
"North Sea","Pollachius virens",1986.1,7236.024,50,0.444,22.2
"North Sea","Pollachius virens",1987.1,569.317,44,0.336363636363636,14.8
"North Sea","Pollachius virens",1988.1,367.17,40,0.465,18.6
"North Sea","Pollachius virens",1989.1,510.004,32,0.525,16.8
"North Sea","Pollachius virens",1990.1,310.084,31,0.458064516129032,14.2
"North Sea","Pollachius virens",1991.1,968.254,41,0.458536585365854,18.8
"North Sea","Pollachius virens",1992.1,471.901,32,0.4,12.8
"North Sea","Pollachius virens",1993.1,739.17,35,0.531428571428571,18.6
"North Sea","Pollachius virens",1994.1,1507.004,29,0.455172413793103,13.2
"North Sea","Pollachius virens",1995.1,290.667,28,0.492857142857143,13.8
"North Sea","Pollachius virens",1996.1,1947.718,46,0.465217391304348,21.4
